id,state,regional_unemployment_rate,regional_median_income,regional_median_rent,housing_price_index,cost_of_living_index,previous_zip_code
91619,Az,4.3,58000,1310.0,116.0,92.0,342
91620,Pa,5.2,61000,1440.0,90.0,74.0,545
91621,Tx,4.0,61000,1410.0,112.0,89.0,954
91622,Md,4.8,84000,2160.0,129.0,114.0,684
91623,Ca,5.4,75000,1720.0,155.0,114.0,795
91624,Il,4.7,65000,1560.0,109.0,93.0,315
91625,Md,3.8,84000,2080.0,129.0,108.0,379
91626,Nc,3.8,54000,1160.0,113.0,86.0,561
91627,Fl,5.0,55000,1380.0,122.0,100.0,416
91628,Ca,5.0,75000,1810.0,156.0,118.0,909
91629,Ny,5.2,72000,1760.0,136.0,108.0,989
91630,Oh,4.7,56000,1600.0,91.0,68.0,355
91631,Oh,4.6,56000,1240.0,90.0,85.0,802
91632,Ca,5.9,75000,1650.0,167.0,131.0,372
91633,Ca,5.5,75000,1860.0,170.0,123.0,624
91634,Nj,5.5,82000,1820.0,141.0,128.0,912
91635,Pa,4.3,61000,1380.0,103.0,87.0,426
91636,Ca,5.8,75000,1760.0,163.0,126.0,141
91637,Wa,5.2,78000,1570.0,147.0,119.0,309
91638,Nj,5.3,82000,2050.0,134.0,116.0,367
91639,Fl,5.0,55000,1170.0,111.0,92.0,475
91640,Mo,4.2,55000,1310.0,98.0,79.0,599
91641,Mi,5.2,57000,1440.0,101.0,76.0,722
91642,Mi,5.7,57000,1640.0,82.0,73.0,806
91643,Fl,5.1,55000,1170.0,107.0,91.0,424
91644,Ca,4.9,75000,1870.0,168.0,132.0,514
91645,Il,5.4,65000,1700.0,98.0,88.0,135
91646,Ca,5.5,75000,1720.0,158.0,128.0,681
91647,Mi,5.3,57000,1180.0,93.0,80.0,611
91648,Ma,4.4,81000,2070.0,144.0,124.0,986
91649,Nj,5.5,82000,2020.0,132.0,119.0,969
91650,Oh,4.6,56000,1460.0,83.0,66.0,455
91651,Tn,3.4,53000,1280.0,115.0,99.0,888
91652,Ca,5.7,75000,1760.0,161.0,129.0,192
91653,Oh,4.9,56000,1400.0,88.0,79.0,134
91654,Ny,5.3,72000,1980.0,136.0,113.0,940
91655,Va,3.8,74000,1690.0,123.0,98.0,412
91656,Mo,4.3,55000,1240.0,93.0,84.0,731
91657,Ny,4.6,72000,1930.0,133.0,107.0,396
91658,Nj,5.3,82000,1760.0,135.0,111.0,833
91659,Mo,3.9,55000,1600.0,90.0,74.0,283
91660,Pa,4.3,61000,1540.0,91.0,81.0,815
91661,Il,5.2,65000,1510.0,103.0,78.0,529
91662,Ca,5.7,75000,1560.0,165.0,134.0,212
91663,Fl,4.7,55000,1250.0,113.0,90.0,119
91664,Tx,4.3,61000,1600.0,108.0,92.0,720
91665,Pa,4.6,61000,1400.0,99.0,81.0,977
91666,Pa,4.2,61000,1780.0,98.0,80.0,867
91667,Fl,5.2,55000,1200.0,114.0,89.0,546
91668,Md,4.5,84000,2270.0,130.0,110.0,345
91669,Ga,4.5,58000,1480.0,102.0,76.0,449
91670,Wi,4.3,60000,1370.0,105.0,84.0,603
91671,Ga,4.0,58000,1400.0,105.0,82.0,630
91672,Pa,4.4,61000,1280.0,94.0,83.0,723
91673,Ca,6.0,75000,1790.0,168.0,130.0,900
91674,Fl,4.7,55000,1300.0,120.0,97.0,749
91675,Ma,3.2,81000,1950.0,139.0,123.0,445
91676,Il,5.1,65000,1390.0,104.0,86.0,104
91677,Oh,5.1,56000,1370.0,80.0,67.0,197
91678,Oh,4.9,56000,1210.0,92.0,84.0,951
91679,Tx,4.4,61000,1460.0,104.0,88.0,101
91680,Il,5.1,65000,1460.0,95.0,79.0,360
91681,Ca,5.3,75000,1450.0,165.0,135.0,660
91682,Wi,3.8,60000,1420.0,88.0,76.0,508
91683,Pa,4.7,61000,1300.0,94.0,84.0,585
91684,Ca,4.6,75000,1900.0,165.0,142.0,712
91685,Ca,5.3,75000,1970.0,159.0,120.0,576
91686,Va,3.8,74000,2100.0,132.0,114.0,189
91687,Ca,5.3,75000,1540.0,165.0,126.0,789
91688,Tn,3.7,53000,1230.0,115.0,91.0,680
91689,Tx,4.5,61000,1530.0,115.0,85.0,945
91690,Ca,5.3,75000,1880.0,164.0,132.0,126
91691,Il,5.3,65000,1370.0,103.0,79.0,640
91692,Md,3.9,84000,2120.0,134.0,110.0,865
91693,Ga,4.2,58000,1380.0,106.0,82.0,193
91694,Fl,5.1,55000,1220.0,120.0,94.0,501
91695,Mi,5.8,57000,1320.0,93.0,82.0,350
91696,Fl,5.0,55000,1330.0,111.0,91.0,336
91697,Ma,4.0,81000,1920.0,140.0,116.0,127
91698,Fl,4.6,55000,1520.0,119.0,97.0,156
91699,Oh,5.1,56000,1580.0,88.0,72.0,835
91700,Mi,5.4,57000,1310.0,105.0,84.0,321
91701,Tn,4.4,53000,1190.0,109.0,87.0,106
91702,Ca,5.3,75000,1800.0,152.0,128.0,681
91703,Tx,4.0,61000,1480.0,102.0,85.0,585
91704,Va,3.3,74000,1850.0,128.0,109.0,947
91705,Fl,5.0,55000,1440.0,114.0,91.0,975
91706,Il,5.3,65000,1680.0,104.0,86.0,590
91707,Md,4.2,84000,1880.0,119.0,107.0,347
91708,Ca,5.9,75000,1850.0,175.0,133.0,761
91709,Ga,3.9,58000,1220.0,102.0,85.0,479
91710,Fl,5.3,55000,1240.0,118.0,84.0,223
91711,Ma,4.0,81000,1840.0,146.0,119.0,903
91712,Ca,5.9,75000,1830.0,147.0,118.0,502
91713,Fl,4.8,55000,1320.0,115.0,90.0,262
91714,Ca,5.9,75000,2010.0,159.0,130.0,175
91715,Ma,4.4,81000,1980.0,149.0,132.0,258
91716,Ca,5.1,75000,1940.0,162.0,137.0,503
91717,Ca,6.0,75000,1600.0,154.0,120.0,342
91718,Tn,3.9,53000,1180.0,103.0,72.0,729
91719,Wi,4.3,60000,1440.0,95.0,77.0,167
91720,Wi,4.0,60000,1230.0,96.0,83.0,265
91721,Tx,4.5,61000,1360.0,100.0,81.0,748
91722,Nc,4.1,54000,1200.0,106.0,87.0,979
91723,Fl,5.0,55000,1190.0,116.0,91.0,686
91724,Pa,4.3,61000,1310.0,93.0,81.0,560
91725,Il,5.1,65000,1480.0,97.0,90.0,701
91726,In,4.3,55000,1230.0,94.0,81.0,382
91727,Az,4.7,58000,1120.0,113.0,88.0,709
91728,Ca,5.7,75000,2110.0,159.0,121.0,784
91729,Mo,3.5,55000,1310.0,96.0,73.0,651
91730,Ca,5.8,75000,1730.0,162.0,131.0,429
91731,Ca,5.5,75000,1850.0,165.0,133.0,443
91732,Il,5.3,65000,1670.0,100.0,91.0,441
91733,Ma,4.4,81000,2210.0,147.0,121.0,797
91734,Wi,3.9,60000,1510.0,105.0,97.0,454
91735,Fl,4.9,55000,1340.0,107.0,92.0,566
91736,Oh,4.6,56000,1240.0,92.0,73.0,695
91737,Mi,5.4,57000,1540.0,89.0,86.0,355
91738,Ny,5.1,72000,1600.0,146.0,116.0,489
91739,Nc,4.3,54000,1310.0,105.0,93.0,988
91740,Il,5.3,65000,1530.0,95.0,83.0,754
91741,Nj,5.4,82000,1720.0,129.0,115.0,717
91742,Mo,4.2,55000,1160.0,96.0,82.0,489
91743,Nj,5.5,82000,1830.0,130.0,104.0,710
91744,Tx,3.9,61000,1560.0,108.0,89.0,153
91745,Va,3.9,74000,1910.0,119.0,106.0,285
91746,Wi,3.4,60000,1290.0,102.0,89.0,266
91747,Ga,4.0,58000,1330.0,111.0,82.0,865
91748,Ma,3.9,81000,1830.0,146.0,121.0,827
91749,Tx,3.9,61000,1710.0,105.0,94.0,132
91750,Il,4.9,65000,1590.0,96.0,79.0,294
91751,Wi,3.8,60000,1590.0,98.0,78.0,268
91752,Tx,4.1,61000,1380.0,100.0,89.0,414
91753,Va,3.5,74000,1810.0,127.0,117.0,744
91754,Pa,5.0,61000,1780.0,104.0,93.0,311
91755,Mi,5.2,57000,1370.0,97.0,77.0,736
91756,Ca,5.3,75000,1840.0,161.0,116.0,865
91757,Wa,5.0,78000,1790.0,157.0,119.0,772
91758,Ma,4.0,81000,2030.0,142.0,124.0,118
91759,Il,4.9,65000,1580.0,99.0,87.0,128
91760,Nj,4.6,82000,2050.0,141.0,121.0,534
91761,Tx,4.3,61000,1610.0,107.0,90.0,391
91762,Fl,5.2,55000,1240.0,111.0,91.0,810
91763,Wi,4.5,60000,1520.0,107.0,91.0,627
91764,Tx,4.2,61000,1440.0,101.0,77.0,591
91765,Fl,4.6,55000,1580.0,110.0,95.0,225
91766,Oh,4.3,56000,1580.0,88.0,79.0,347
91767,Fl,4.7,55000,1140.0,113.0,91.0,631
91768,Ca,5.6,75000,1800.0,155.0,124.0,345
91769,Fl,4.4,55000,1470.0,124.0,97.0,726
91770,Oh,4.5,56000,1320.0,90.0,77.0,878
91771,Tx,4.3,61000,1510.0,105.0,90.0,578
91772,Az,5.1,58000,1540.0,108.0,92.0,234
91773,Pa,4.5,61000,1470.0,97.0,84.0,794
91774,Ma,4.1,81000,1860.0,142.0,119.0,856
91775,Ca,5.5,75000,1710.0,155.0,121.0,865
91776,Mi,5.0,57000,1370.0,98.0,85.0,585
91777,Mi,5.0,57000,1340.0,104.0,84.0,581
91778,Wi,3.7,60000,1390.0,112.0,87.0,314
91779,Ny,4.6,72000,1640.0,143.0,113.0,339
91780,Fl,5.1,55000,1310.0,114.0,83.0,944
91781,Nj,5.2,82000,1940.0,132.0,106.0,964
91782,Ny,4.8,72000,1660.0,140.0,113.0,668
91783,Ny,4.9,72000,1850.0,140.0,116.0,975
91784,Ny,4.8,72000,1650.0,144.0,110.0,949
91785,Tx,4.6,61000,1240.0,114.0,88.0,427
91786,Pa,5.0,61000,1520.0,92.0,71.0,245
91787,Mo,4.3,55000,1310.0,88.0,72.0,998
91788,In,4.2,55000,1350.0,91.0,76.0,543
91789,Fl,4.8,55000,1380.0,117.0,86.0,929
91790,Ny,5.1,72000,1770.0,135.0,101.0,197
91791,Ca,5.6,75000,1510.0,160.0,133.0,825
91792,Md,4.6,84000,2080.0,127.0,103.0,590
91793,Mo,4.4,55000,1340.0,97.0,85.0,386
91794,Ny,5.4,72000,2070.0,133.0,102.0,666
91795,Nc,4.4,54000,1230.0,116.0,89.0,698
91796,Nj,5.2,82000,2510.0,128.0,117.0,812
91797,Oh,4.4,56000,1230.0,93.0,81.0,985
91798,Ca,5.8,75000,1780.0,159.0,123.0,683
91799,Nc,3.9,54000,1370.0,112.0,87.0,301
91800,Ga,4.6,58000,1210.0,104.0,78.0,349
91801,Wa,4.6,78000,1720.0,154.0,126.0,702
91802,Nc,4.4,54000,1520.0,104.0,85.0,887
91803,Ga,4.2,58000,1430.0,101.0,83.0,240
91804,Fl,4.5,55000,1510.0,113.0,93.0,975
91805,Az,4.9,58000,1500.0,108.0,93.0,849
91806,Il,5.2,65000,1640.0,93.0,82.0,498
91807,Tx,4.4,61000,1530.0,103.0,89.0,529
91808,Mi,5.1,57000,1350.0,91.0,77.0,179
91809,Nj,5.0,82000,1820.0,128.0,115.0,182
91810,Ca,5.4,75000,1750.0,163.0,135.0,938
91811,Ny,4.8,72000,1930.0,136.0,103.0,463
91812,Fl,4.4,55000,1130.0,109.0,90.0,830
91813,Ca,5.4,75000,1640.0,159.0,117.0,978
91814,Il,5.3,65000,1750.0,98.0,88.0,494
91815,Tx,4.5,61000,1440.0,96.0,89.0,395
91816,Oh,4.1,56000,1210.0,91.0,74.0,666
91817,Ga,3.5,58000,1370.0,106.0,87.0,590
91818,Va,3.8,74000,2320.0,124.0,103.0,185
91819,Mi,5.3,57000,1260.0,94.0,74.0,849
91820,Ca,5.5,75000,1800.0,168.0,130.0,477
91821,Md,4.1,84000,2200.0,136.0,118.0,383
91822,Il,5.0,65000,1510.0,97.0,86.0,503
91823,Wi,4.1,60000,1330.0,95.0,74.0,349
91824,Fl,4.4,55000,1340.0,118.0,92.0,915
91825,Ca,5.6,75000,1570.0,158.0,124.0,606
91826,Ca,5.6,75000,1730.0,166.0,125.0,600
91827,Az,4.9,58000,1360.0,116.0,95.0,714
91828,Tx,3.8,61000,1330.0,106.0,86.0,499
91829,In,4.4,55000,1170.0,95.0,79.0,898
91830,Md,4.4,84000,2150.0,125.0,103.0,772
91831,Ny,5.1,72000,1500.0,143.0,118.0,169
91832,Tx,3.9,61000,1450.0,101.0,91.0,451
91833,Fl,4.5,55000,1480.0,118.0,96.0,764
91834,Ny,4.9,72000,1810.0,147.0,118.0,661
91835,Pa,4.3,61000,1420.0,89.0,74.0,465
91836,Ma,4.6,81000,1630.0,150.0,123.0,567
91837,Il,4.8,65000,1440.0,97.0,83.0,434
91838,Nc,5.0,54000,1440.0,107.0,85.0,860
91839,Wi,3.8,60000,1330.0,96.0,81.0,275
91840,Fl,4.7,55000,1350.0,114.0,84.0,888
91841,Il,4.8,65000,1580.0,99.0,80.0,340
91842,Ny,5.1,72000,1870.0,143.0,119.0,776
91843,Wi,4.4,60000,1460.0,105.0,84.0,177
91844,Oh,4.6,56000,1290.0,93.0,77.0,564
91845,Fl,5.4,55000,1270.0,124.0,103.0,577
91846,Wi,4.5,60000,1670.0,103.0,86.0,273
91847,Md,4.6,84000,1820.0,125.0,103.0,656
91848,Ny,4.6,72000,1690.0,134.0,113.0,489
91849,Wa,5.1,78000,2110.0,157.0,124.0,404
91850,Ca,5.7,75000,1860.0,163.0,123.0,946
91851,Fl,4.7,55000,1330.0,119.0,99.0,892
91852,Nc,4.3,54000,1230.0,107.0,96.0,821
91853,Az,4.5,58000,1460.0,116.0,92.0,905
91854,Nc,4.4,54000,1370.0,111.0,92.0,959
91855,In,4.0,55000,1430.0,98.0,76.0,931
91856,Nj,5.3,82000,2100.0,134.0,106.0,196
91857,Pa,4.3,61000,1440.0,91.0,79.0,550
91858,In,4.2,55000,1240.0,97.0,90.0,505
91859,Va,3.5,74000,1780.0,130.0,114.0,752
91860,Mi,4.8,57000,1250.0,93.0,81.0,104
91861,Tx,3.5,61000,1510.0,106.0,87.0,410
91862,Il,4.9,65000,1780.0,95.0,84.0,921
91863,Ca,6.0,75000,1900.0,155.0,116.0,506
91864,Ca,5.5,75000,2010.0,172.0,143.0,824
91865,Ny,5.5,72000,1780.0,141.0,109.0,830
91866,Ny,4.9,72000,2080.0,139.0,111.0,739
91867,Nc,4.5,54000,1360.0,107.0,92.0,915
91868,Pa,5.1,61000,1630.0,89.0,77.0,756
91869,Il,4.8,65000,1290.0,106.0,97.0,445
91870,Va,3.5,74000,1920.0,125.0,106.0,298
91871,Wi,4.1,60000,1430.0,97.0,90.0,550
91872,Tx,4.4,61000,1370.0,104.0,88.0,718
91873,Ca,5.3,75000,1870.0,147.0,123.0,230
91874,Ca,6.1,75000,1800.0,162.0,125.0,797
91875,Fl,4.8,55000,1310.0,124.0,87.0,815
91876,Nj,5.3,82000,1810.0,129.0,107.0,658
91877,Ca,5.7,75000,1800.0,162.0,127.0,504
91878,Tn,3.8,53000,1320.0,102.0,93.0,845
91879,Wa,5.4,78000,1810.0,149.0,122.0,456
91880,Ca,5.8,75000,1930.0,163.0,131.0,785
91881,Mo,4.2,55000,1250.0,100.0,86.0,599
91882,Nc,4.1,54000,1270.0,110.0,82.0,480
91883,Fl,4.9,55000,1200.0,110.0,84.0,488
91884,Wa,5.1,78000,1880.0,158.0,131.0,970
91885,Va,4.0,74000,1530.0,130.0,107.0,913
91886,Ca,5.6,75000,1850.0,163.0,126.0,770
91887,Wa,4.8,78000,1680.0,162.0,126.0,189
91888,Pa,4.5,61000,1390.0,92.0,76.0,588
91889,Il,5.2,65000,1530.0,95.0,85.0,610
91890,In,4.1,55000,1200.0,94.0,71.0,286
91891,Pa,4.7,61000,1480.0,87.0,79.0,703
91892,Mi,5.5,57000,1290.0,94.0,77.0,703
91893,Fl,5.3,55000,1470.0,113.0,91.0,673
91894,Tn,3.8,53000,1300.0,104.0,84.0,672
91895,Nj,5.2,82000,1680.0,130.0,104.0,451
91896,In,4.4,55000,1440.0,88.0,79.0,602
91897,Ca,5.4,75000,1830.0,168.0,130.0,319
91898,Va,3.6,74000,1570.0,117.0,98.0,167
91899,In,4.3,55000,1450.0,91.0,75.0,376
91900,Fl,4.9,55000,1260.0,115.0,84.0,184
91901,Az,4.7,58000,1320.0,112.0,87.0,777
91902,Nc,4.0,54000,1220.0,104.0,89.0,661
91903,Il,5.3,65000,1510.0,97.0,90.0,110
91904,Ga,3.7,58000,1350.0,111.0,87.0,644
91905,Fl,5.2,55000,1230.0,108.0,82.0,261
91906,Ny,5.6,72000,1860.0,145.0,114.0,761
91907,Va,4.2,74000,1620.0,133.0,105.0,894
91908,In,4.2,55000,1430.0,82.0,80.0,471
91909,Az,4.7,58000,1310.0,122.0,104.0,768
91910,Ca,5.5,75000,1890.0,153.0,124.0,590
91911,In,4.2,55000,1250.0,92.0,85.0,415
91912,Nj,5.2,82000,1800.0,138.0,111.0,295
91913,Ca,5.9,75000,1690.0,155.0,125.0,727
91914,Ca,5.4,75000,1890.0,154.0,120.0,269
91915,Tx,4.3,61000,1410.0,104.0,82.0,937
91916,Fl,4.4,55000,1150.0,127.0,107.0,226
91917,Tx,4.5,61000,1510.0,107.0,87.0,693
91918,Nc,4.4,54000,1220.0,111.0,92.0,638
91919,Ny,4.6,72000,1960.0,142.0,99.0,267
91920,Mi,5.4,57000,1340.0,86.0,68.0,915
91921,Fl,5.4,55000,1160.0,114.0,95.0,869
91922,Ca,5.5,75000,1680.0,151.0,117.0,743
91923,Va,4.1,74000,1890.0,122.0,104.0,381
91924,Ca,5.8,75000,2010.0,166.0,131.0,926
91925,Ny,5.1,72000,1640.0,142.0,116.0,892
91926,Mi,5.7,57000,1340.0,95.0,81.0,421
91927,Mi,5.1,57000,1530.0,88.0,80.0,978
91928,Ga,4.5,58000,1320.0,107.0,84.0,818
91929,Tx,3.8,61000,1230.0,109.0,87.0,605
91930,Ca,5.4,75000,1760.0,162.0,120.0,557
91931,Va,3.8,74000,1730.0,126.0,109.0,937
91932,Ca,5.3,75000,1720.0,156.0,124.0,251
91933,Ny,4.9,72000,1680.0,140.0,116.0,515
91934,Az,4.9,58000,1400.0,118.0,97.0,866
91935,Tx,4.1,61000,1480.0,106.0,93.0,874
91936,Ca,5.0,75000,1630.0,167.0,134.0,352
91937,Ny,4.9,72000,1960.0,143.0,111.0,290
91938,Fl,5.0,55000,1490.0,116.0,93.0,820
91939,Ga,4.4,58000,1570.0,114.0,86.0,331
91940,Nc,4.3,54000,1170.0,107.0,90.0,660
91941,Ca,5.2,75000,1850.0,155.0,127.0,313
91942,Wi,4.2,60000,1450.0,105.0,89.0,163
91943,Mo,4.3,55000,1490.0,98.0,81.0,189
91944,Mi,6.0,57000,1280.0,99.0,78.0,889
91945,Ca,5.7,75000,1680.0,159.0,136.0,942
91946,Ny,5.4,72000,1520.0,141.0,110.0,621
91947,Ca,5.5,75000,1820.0,168.0,135.0,849
91948,Fl,4.8,55000,1330.0,114.0,94.0,799
91949,Mi,5.4,57000,1300.0,100.0,81.0,799
91950,Mo,3.9,55000,1250.0,91.0,80.0,569
91951,Ma,4.0,81000,2120.0,146.0,121.0,654
91952,Ca,5.6,75000,1880.0,153.0,113.0,264
91953,Ny,4.5,72000,1720.0,142.0,123.0,266
91954,Ca,5.2,75000,1740.0,154.0,128.0,212
91955,Tx,3.3,61000,1430.0,99.0,95.0,312
91956,Ny,5.0,72000,1730.0,146.0,123.0,468
91957,Tx,4.7,61000,1450.0,106.0,86.0,411
91958,Il,4.9,65000,1490.0,96.0,88.0,963
91959,Fl,5.3,55000,1130.0,111.0,88.0,723
91960,Wa,4.5,78000,2030.0,157.0,127.0,556
91961,Fl,4.7,55000,1510.0,120.0,96.0,759
91962,Tx,4.3,61000,1430.0,107.0,88.0,350
91963,Mo,4.1,55000,1240.0,100.0,81.0,585
91964,Ga,4.0,58000,1350.0,102.0,83.0,116
91965,Oh,4.5,56000,1230.0,88.0,76.0,232
91966,Tx,3.9,61000,1350.0,105.0,83.0,810
91967,Ny,4.7,72000,1840.0,149.0,121.0,532
91968,Tx,4.0,61000,1560.0,106.0,86.0,996
91969,Va,3.6,74000,2020.0,128.0,116.0,679
91970,Md,4.4,84000,2030.0,119.0,109.0,113
91971,Ma,4.3,81000,2130.0,146.0,122.0,658
91972,Tx,4.2,61000,1430.0,106.0,83.0,247
91973,Ca,5.1,75000,2050.0,159.0,125.0,886
91974,Tx,4.2,61000,1500.0,105.0,91.0,767
91975,Il,5.5,65000,1680.0,103.0,93.0,944
91976,Ca,5.4,75000,1840.0,157.0,122.0,260
91977,In,4.4,55000,1480.0,97.0,80.0,296
91978,Tx,4.0,61000,1330.0,101.0,75.0,838
91979,Ga,4.0,58000,1420.0,108.0,85.0,318
91980,Tx,4.4,61000,1460.0,107.0,92.0,827
91981,Wa,4.8,78000,1950.0,149.0,125.0,943
91982,Ny,5.5,72000,1680.0,141.0,113.0,671
91983,Fl,5.0,55000,1250.0,120.0,94.0,339
91984,Ny,5.2,72000,1850.0,141.0,118.0,574
91985,Pa,4.6,61000,1390.0,90.0,85.0,338
91986,Fl,4.2,55000,1410.0,118.0,87.0,551
91987,Nj,5.4,82000,1910.0,141.0,130.0,154
91988,Ny,5.0,72000,1690.0,132.0,102.0,861
91989,Ca,5.6,75000,2150.0,162.0,124.0,809
91990,Pa,4.7,61000,1580.0,91.0,75.0,148
91991,Nc,4.6,54000,1260.0,108.0,90.0,208
91992,Va,3.8,74000,1820.0,131.0,104.0,199
91993,Mi,5.7,57000,1400.0,86.0,74.0,883
91994,Ca,5.8,75000,1630.0,155.0,120.0,467
91995,Ny,5.2,72000,1770.0,137.0,108.0,396
91996,Ny,5.3,72000,1520.0,149.0,121.0,335
91997,Pa,4.1,61000,1350.0,104.0,100.0,631
91998,Ga,4.0,58000,1320.0,114.0,91.0,381
91999,Pa,4.6,61000,1470.0,98.0,81.0,376
92000,Il,5.5,65000,1500.0,98.0,83.0,367
92001,Mi,6.3,57000,1240.0,103.0,85.0,124
92002,Ga,3.5,58000,1290.0,107.0,84.0,974
92003,Md,4.7,84000,1870.0,123.0,96.0,350
92004,Il,5.6,65000,1430.0,104.0,88.0,758
92005,Ca,5.3,75000,1870.0,156.0,126.0,397
92006,Tx,4.5,61000,1630.0,93.0,85.0,144
92007,Tn,3.7,53000,1300.0,110.0,83.0,576
92008,Fl,4.7,55000,1210.0,113.0,80.0,247
92009,Nc,4.5,54000,1370.0,112.0,93.0,884
92010,Tx,4.4,61000,1530.0,105.0,83.0,730
92011,Va,3.8,74000,1850.0,126.0,95.0,892
92012,Ny,5.0,72000,1670.0,147.0,122.0,632
92013,Ny,5.0,72000,1850.0,137.0,109.0,971
92014,Fl,4.7,55000,1280.0,109.0,93.0,711
92015,Ca,5.9,75000,2110.0,161.0,129.0,776
92016,Nc,4.7,54000,1300.0,108.0,79.0,100
92017,Wa,4.8,78000,1820.0,160.0,134.0,539
92018,Nc,4.2,54000,1090.0,106.0,92.0,702
92019,Wi,4.2,60000,1400.0,106.0,89.0,106
92020,Wi,4.0,60000,1730.0,97.0,71.0,765
92021,Pa,4.5,61000,1270.0,91.0,78.0,764
92022,Nj,4.9,82000,1950.0,137.0,118.0,823
92023,Ny,5.0,72000,1660.0,138.0,113.0,554
92024,Mo,4.2,55000,1170.0,91.0,78.0,528
92025,Nc,3.9,54000,1310.0,110.0,89.0,404
92026,Ma,4.2,81000,2240.0,145.0,124.0,704
92027,Ny,5.1,72000,1770.0,151.0,125.0,994
92028,Nc,4.4,54000,1210.0,108.0,85.0,716
92029,In,4.4,55000,1190.0,101.0,77.0,226
92030,Mi,5.3,57000,1510.0,94.0,81.0,225
92031,Oh,4.8,56000,1270.0,95.0,78.0,321
92032,Tn,3.7,53000,1230.0,110.0,85.0,769
92033,Tn,3.8,53000,1290.0,95.0,74.0,724
92034,Wa,5.3,78000,1820.0,159.0,121.0,140
92035,Mo,4.2,55000,1310.0,103.0,85.0,884
92036,Ca,4.9,75000,1610.0,152.0,119.0,402
92037,Ny,5.0,72000,1680.0,145.0,114.0,595
92038,Il,5.0,65000,1600.0,104.0,85.0,931
92039,Ca,5.5,75000,1940.0,161.0,116.0,519
92040,Nj,4.5,82000,2110.0,132.0,107.0,482
92041,Az,4.4,58000,1230.0,120.0,95.0,566
92042,Nj,5.0,82000,1950.0,136.0,120.0,925
92043,Il,5.5,65000,1570.0,101.0,93.0,310
92044,Fl,4.3,55000,1310.0,114.0,89.0,829
92045,Wi,4.3,60000,1360.0,103.0,91.0,756
92046,Tx,3.6,61000,1580.0,99.0,83.0,377
92047,Pa,4.5,61000,1330.0,85.0,69.0,751
92048,Md,4.5,84000,2000.0,130.0,115.0,704
92049,Ny,4.6,72000,1570.0,134.0,110.0,518
92050,Wi,4.1,60000,1470.0,89.0,78.0,580
92051,Wa,5.6,78000,2170.0,161.0,125.0,710
92052,Nc,4.8,54000,1300.0,96.0,77.0,239
92053,Ny,4.8,72000,1750.0,134.0,113.0,909
92054,Nj,5.1,82000,1760.0,134.0,111.0,484
92055,Nj,5.0,82000,2300.0,138.0,118.0,673
92056,Fl,4.6,55000,1270.0,115.0,91.0,219
92057,Nj,4.7,82000,1990.0,139.0,112.0,179
92058,Nc,4.5,54000,1410.0,103.0,81.0,692
92059,Az,4.3,58000,1440.0,116.0,102.0,483
92060,In,4.9,55000,1490.0,101.0,85.0,840
92061,Ca,5.3,75000,1620.0,154.0,120.0,878
92062,Oh,4.7,56000,1090.0,94.0,81.0,108
92063,Ca,6.0,75000,1550.0,163.0,142.0,952
92064,Mo,3.9,55000,1260.0,94.0,74.0,357
92065,Fl,5.2,55000,1350.0,119.0,85.0,708
92066,Fl,5.1,55000,1250.0,119.0,104.0,641
92067,Nj,4.5,82000,2080.0,134.0,120.0,990
92068,Fl,4.2,55000,1430.0,119.0,88.0,512
92069,Wa,4.6,78000,2020.0,153.0,119.0,776
92070,Ma,3.8,81000,1860.0,144.0,104.0,912
92071,Il,5.2,65000,1510.0,107.0,98.0,400
92072,Tx,3.6,61000,1620.0,103.0,83.0,525
92073,In,4.2,55000,1240.0,104.0,83.0,899
92074,Oh,5.1,56000,1250.0,98.0,75.0,379
92075,Il,5.5,65000,1600.0,101.0,95.0,794
92076,Fl,5.3,55000,1350.0,115.0,90.0,575
92077,Ga,4.2,58000,1380.0,107.0,88.0,360
92078,Ca,5.8,75000,1750.0,161.0,138.0,352
92079,Tx,4.2,61000,1510.0,100.0,78.0,563
92080,Ca,5.7,75000,1680.0,150.0,109.0,399
92081,Md,4.3,84000,2330.0,135.0,109.0,558
92082,Ga,4.6,58000,1440.0,103.0,91.0,269
92083,Ca,4.9,75000,1670.0,156.0,125.0,718
92084,Mo,3.9,55000,1320.0,91.0,82.0,743
92085,Tx,4.2,61000,1630.0,109.0,88.0,288
92086,In,4.5,55000,1400.0,95.0,76.0,261
92087,Az,5.3,58000,1420.0,110.0,91.0,175
92088,Pa,4.9,61000,1400.0,109.0,84.0,686
92089,Pa,4.4,61000,1490.0,91.0,75.0,645
92090,Fl,5.2,55000,1250.0,110.0,94.0,637
92091,Mi,6.0,57000,1390.0,102.0,85.0,981
92092,Tx,3.9,61000,1480.0,113.0,99.0,705
92093,Mi,5.6,57000,1260.0,92.0,75.0,356
92094,Nc,4.4,54000,1310.0,111.0,93.0,927
92095,Mi,5.5,57000,1260.0,90.0,65.0,768
92096,Fl,4.4,55000,1400.0,109.0,87.0,291
92097,Pa,4.6,61000,1620.0,91.0,77.0,863
92098,Oh,4.5,56000,1460.0,90.0,84.0,364
92099,Il,5.6,65000,1530.0,96.0,90.0,239
92100,Nc,4.4,54000,1470.0,106.0,88.0,114
92101,Az,4.4,58000,1700.0,125.0,92.0,349
92102,Tx,4.2,61000,1490.0,103.0,87.0,779
